,A,B,C,D,E,F,G,H,I,J
44,8.239059924480042,0.17465777547231998,21.326668019520135,12.503855430533307,67.12629496245178,13.26004057270287,37.84133294077957,34.21146367131536,90.95332450092279,58.188036947107214
45,53.16770640307846,5.329129466050208,33.10328901488353,1.2234074954802,58.29313589706132,98.55198426750802,55.19939739066648,69.57343104776089,29.007696296074325,50.279625007935444
46,19.035934064639726,79.75798426748538,72.41253980257305,80.28067084844103,91.43795608781365,71.07434842409893,44.85459108476402,66.81069742005427,60.48842365969076,60.571444048367574
47,17.987276635254833,33.95597582459487,7.510833704994225,79.04381959489977,18.436895452356737,46.01037974244664,50.25654610883922,77.21773123827239,72.1281556762097,77.29864301773415
48,70.82287652811941,68.92199188699345,85.33243279431963,73.49222503788265,83.56422578374534,78.91694692107963,99.02691802685864,67.73408137507836,39.876622759172875,76.55535950493206
49,44.778966908140816,38.02994238384656,87.62316813629236,81.26128802557348,57.44165327089837,45.058720386726336,96.71787660962949,48.1005406965158,56.357172933736585,47.75835187356732
50,99.83585219841625,99.29514215508402,37.812276610365814,97.68058826795692,29.218316286430536,93.13972769619326,72.3530741912679,63.96858841785104,35.36626688746222,22.297532015323906
51,85.46670053464483,40.932128826822,34.25373383391332,39.57665843550624,43.75670647950901,38.622295957434005,94.64637975186018,41.791659486947275,0.9393671985312269,69.30197601979047
52,27.451864423652328,5.6734042295755405,12.499335033097669,66.25054618348824,82.70398882833497,4.838164429481806,52.28254558088386,94.84375618466933,99.92658017864069,17.973064582308716
53,82.94355846140013,48.36705203468147,81.21863925762308,63.273611982752485,54.19372048832246,66.27429121462701,13.053518186766444,92.80153698146913,41.7720519510123,19.988894013037783
54,39.89644269757356,62.568341553056214,56.364155299398035,19.412096163654834,36.99857635165335,84.62276743763701,72.22741491795584,76.1108881462813,86.18799762547359,28.4078357324693
55,85.57904221623379,82.82986443365543,92.29434356532676,37.16436168906155,30.110587018061384,78.89908719203459,17.595145048781035,3.5854420904987916,32.74292711272064,82.92239565109831
56,52.942183254520955,70.42234819747762,23.038289412482136,17.12210321048133,99.42949736829654,83.09444561901584,60.55685530138528,91.92208842648905,5.362652405948454,88.25885710912742
57,79.50396725573115,91.19042597930228,84.56123220100329,59.08400564949422,87.75992378142779,1.1263071834206495,60.88227917365866,87.05356567651857,54.794748188636135,89.74213763262603
58,24.02944680456217,53.75708306779362,8.675813034911329,7.443305709345937,38.501856768602394,20.24394797661874,47.40080348969131,23.775050515311502,43.109216594864165,75.90451120211672
59,98.7738063867158,94.02374057828217,96.99993349302382,94.11943414258154,12.76215604523272,36.70937935143731,80.4082370387814,20.55485625138662,82.52191530917506,54.40949119726034
60,80.01467014341472,49.65135074473963,53.02718283525325,83.56907609844096,0.3731765229648798,12.649470898237647,28.817925952187963,92.3099242735529,69.12001345513865,23.572885192196445
61,53.80606512753432,36.4546496155906,6.334199868273515,62.35378722901025,56.069268021237484,37.5304838741227,94.83559852332712,27.28069065378872,72.23226926208677,73.2383524868516
62,3.203085665087302,54.87804525825729,64.36976289331598,34.120881225731715,33.52554029757721,27.70476140876863,80.37423968255546,66.8573667109074,92.16094215890111,13.819161145179892
63,78.17594819698014,74.1555824800034,5.736565744052569,2.9105362791165157,93.95944189895286,16.98329216566291,29.38741808495886,79.66797985275579,82.67468819287338,41.81205630225533
64,83.4929375426798,9.944717786296698,17.175278071407497,44.95474120995804,13.145194092868628,73.68141265799576,92.45705890219784,11.638462950401529,40.03136398130898,40.798773986370804
65,17.198942895129843,61.99742547918895,39.01175483469102,74.99305995665371,32.66109436505978,81.13829205835404,49.314229886061355,83.37495232355595,75.8071021768492,98.91323859512978
66,60.13193761806327,12.252336409886745,36.05148168716038,82.72156091563883,39.810572487852234,88.66497922947762,49.79064513315238,94.90661397486161,0.24067959660003524,12.21654224963622
67,24.212227638969875,46.61196794019378,83.75956753784773,50.74796452777676,36.875638959853,19.136277766206987,31.851801393142654,94.80841797274871,30.772374173966345,48.191119090342326
68,4.40015428615953,71.99528609539487,63.08135975733371,81.91300496596567,66.45270118457304,73.2869612086378,62.33688087313269,9.045004064721951,76.79794547286565,18.325011161388836
69,93.18082590768924,57.67105700848748,86.42075464988088,85.60902932936494,76.05718110441103,14.639240005537102,1.2573919150449364,93.8898188342319,5.9484400005443305,49.81368724655375
70,18.523720792407282,47.54281075248733,66.49648917522387,15.610661187633069,30.012669987001672,51.85128087266404,65.48930404088917,2.2439480883481133,9.808831617947789,32.42401812258938
71,48.053464544111755,12.599174168200133,13.623258964867645,68.9529074421268,7.484973655681526,84.61938449461272,97.44380320570217,74.30783344007862,2.9525369704312854,67.55866606235885
72,65.25273066774506,64.96671410195718,52.27529554220413,78.1450937710823,24.690157837866455,79.65121030105664,73.13661144270684,8.284764331492067,55.69202174843267,17.15258244157457
73,48.28146359465357,74.45589654784473,86.3901734795721,31.35676820318728,55.43138332431289,35.095004249234194,8.889148559205395,4.052662441886589,39.3032427242077,66.37826534510029
74,48.53723771673463,51.616974410721724,17.577974298031883,82.4214695668541,27.470716227577686,24.14004171270291,17.373723499667204,80.70446916634228,27.7453665824104,41.972723401029285
75,94.40837047353719,99.80808801036298,20.5546423431062,93.7361651511914,27.513119331455748,58.18640325247484,42.63094033836754,34.80042223575357,40.62594835138158,15.56770631994272
76,15.94764460125867,26.632959442847604,19.267407556729133,98.84652333930359,52.869917152167034,17.392892394606264,0.5938948585274328,30.480791420780484,55.30772962674796,46.54260910331172
77,42.16414065218236,41.86675528743681,43.047479789413345,80.75617311120634,62.085613529165585,6.57758225134224,41.433890752833534,12.876599422337753,7.949952054542808,49.547627082375556
78,53.98478402795758,95.95219259624763,69.99299477859402,24.89825945491169,56.944296583522046,4.225171848681253,46.499664870908695,78.05722714312378,68.82325476483932,69.3335383502733
79,0.23342114308221307,81.41148250662847,41.460996942766116,31.727860983598276,71.17880419292344,76.5394526725227,62.469612079380944,68.13343924004292,1.4355711344743116,3.3090153915634524
80,72.69661733213033,91.15941859044257,69.32426180761281,32.41974137444824,66.63162265923101,1.0149505982686713,32.12896492390988,32.1189300514369,49.83374515039636,74.45182573996772
81,26.374401388835178,33.54570955025149,50.033547769014476,24.900766786352623,18.561166088980265,70.23918035566142,58.277205988855904,54.342094967363344,80.29800786138648,41.39894623521009
82,11.09916239159271,92.6303396008636,52.04166552892503,49.35744334797736,59.8760840660854,30.158717653527255,81.08861931956666,11.03565112022432,52.75255700031873,58.84261724257488
83,42.66498516361214,3.8089444855362364,5.226781178625095,43.20407767924532,31.234275698680815,71.58438955066819,6.923194494030094,55.785188932556714,39.547223838349986,98.06785768904834
84,18.764379136232613,80.0956504236714,41.2593534812437,31.863977414919376,65.47053646396274,47.71787331319417,85.00716678974891,30.343344034270324,37.23609771859334,19.435889288868125
85,17.960976751674686,33.507429939491075,36.31608050023224,36.15002723672741,58.883974429068154,67.48375833230553,20.377691574624336,55.58019704424407,90.7571342533894,73.79139862121413
86,60.27778962791529,82.42785734480914,15.843426886246338,74.13873722981191,87.9138515851288,63.85445954445622,82.40532371012948,9.306525510252616,67.11134769603261,25.380646334087974
87,99.14019639885443,23.606783080026805,13.446012655475947,85.34284003801493,20.58520340850335,5.821534623409552,0.9457859917014866,3.079211575922558,37.51690856329374,78.62095835994313
88,64.41562426531452,12.98120616283468,21.978265773948557,8.247162371588901,29.147974925562327,99.4572488431224,81.95298378729456,2.2857170051210685,5.413440333090602,41.98121098868282
89,52.277911733730996,68.7694370702575,25.326126415621786,95.56868958848808,8.737181098167945,99.81648858552727,44.65871828457616,39.003567444254315,6.4283211652845225,9.863285478982863
90,45.49115451180419,35.01237236310393,33.645349278676484,59.97536291764737,0.14548270095376958,84.20149580349366,70.22718811949963,55.502847745644814,83.20047485170986,96.0036964735577
91,15.582473971805278,82.80969820287231,22.109614855866255,86.63678725153798,46.36692901923125,59.158877314188565,35.104994240010946,88.3182420536167,46.76472259722142,33.22049338840256
92,76.2990397919547,84.02790812090866,5.974762054406146,35.93336041312561,69.19066558811821,0.225413247399886,8.011624690854614,42.90718167137341,78.01597645235692,38.02419052045873
93,22.40533075870227,45.00773860473139,99.21536200384922,65.67224570475061,49.247808531223136,84.14331212189768,54.462749853910786,52.233517570283794,53.73841513084121,64.4636459888546
94,44.71093756909718,99.13058746722349,49.91227425997252,56.06998700061047,77.65370431867234,68.5295989751607,98.12021176463259,93.40088314333968,95.8612304014,28.763120600289238
95,50.38332854940501,67.42615848706924,42.92985041774481,72.1290215809422,5.108168106432953,71.54345506866646,96.0155164409831,55.63592630769559,48.48253992755163,62.13300872680685
96,7.59270192690834,38.71803057313047,85.5376850383411,49.235475008201334,83.80176388501353,94.30767798164936,49.13023316532337,84.16783975151083,93.65962031577854,28.87890393174851
97,17.417080299093936,87.70549937612351,69.58032291569587,79.4678424812043,26.891763489776544,20.412796187258774,13.43555969968161,33.71650773683754,5.902656162381836,12.481790071731991
98,98.42556327264634,60.95605887935777,27.224399716600335,29.15626002896682,27.936057252255686,51.8671799850446,13.268670582022967,58.93442854944784,13.945327313245814,26.78371288634034
99,0.3978804019139526,46.505912976552324,79.95087725061595,59.65219066808076,49.932615599053534,8.353926843572356,61.14213221762983,21.339446989953924,59.978232884823115,4.904137316085622
